rewire_id,token,layer,head,mean_gradient_important_score
sexism2022_english-3906,##light,0,4,0.0014739876
sexism2022_english-3906,costs,0,4,0.0016272188
sexism2022_english-3906,$,0,4,0.0003501029
sexism2022_english-3906,80,0,4,0.0021515756
sexism2022_english-3906,",",0,4,0.0010428928
sexism2022_english-3906,doesn,0,4,0.00038012804
sexism2022_english-3906,',0,4,0.0005181735
sexism2022_english-3906,t,0,4,0.0005734199
sexism2022_english-3906,demand,0,4,0.0009087231
sexism2022_english-3906,more,0,4,0.0005614286
sexism2022_english-3906,money,0,4,0.00046994112
sexism2022_english-3906,and,0,4,0.0044221156
sexism2022_english-3906,will,0,4,0.0009162292
sexism2022_english-3906,never,0,4,0.0005913564
sexism2022_english-3906,accuse,0,4,0.0069274623
sexism2022_english-3906,you,0,4,0.0009077116
sexism2022_english-3906,of,0,4,0.00028583186
sexism2022_english-3906,',0,4,0.00040737633
sexism2022_english-3906,sexual,0,4,0.0039689816
sexism2022_english-3906,assault,0,4,0.0021233705
sexism2022_english-3906,.,0,4,0.00079136103
sexism2022_english-3906,',0,4,0.00083113485
sexism2022_english-3906,win,0,4,0.0028644898
sexism2022_english-3906,/,0,4,0.0008607397
sexism2022_english-3906,win,0,4,0.0024726444
sexism2022_english-3906,/,0,4,0.00080843794
sexism2022_english-3906,win,0,4,0.0016549272
sexism2022_english-3906,[SEP],0,4,0.00021314067
sexism2022_english-3906,[CLS],0,5,0.00023107548
sexism2022_english-3906,a,0,5,0.0014201682
sexism2022_english-3906,flesh,0,5,0.00082395296
sexism2022_english-3906,##light,0,5,0.00845456
sexism2022_english-3906,costs,0,5,0.0013728272
sexism2022_english-3906,$,0,5,0.0008644607
sexism2022_english-3906,80,0,5,0.00053117325
sexism2022_english-3906,",",0,5,0.00013591084
sexism2022_english-3906,doesn,0,5,0.00072061777
sexism2022_english-3906,',0,5,0.00057179655
sexism2022_english-3906,t,0,5,0.0009467821
sexism2022_english-3906,demand,0,5,0.0019318715
sexism2022_english-3906,more,0,5,0.00031933334
sexism2022_english-3906,money,0,5,0.0019815199
sexism2022_english-3906,and,0,5,0.00023598217
sexism2022_english-3906,will,0,5,0.0011445925
sexism2022_english-3906,never,0,5,0.0012195467
sexism2022_english-3906,accuse,0,5,0.0021955029
sexism2022_english-3906,you,0,5,0.0009697229
sexism2022_english-3906,of,0,5,0.00018176458
sexism2022_english-3906,',0,5,0.0006891045
sexism2022_english-3906,sexual,0,5,0.0031177127
sexism2022_english-3906,assault,0,5,0.004065295
sexism2022_english-3906,.,0,5,6.142797e-05
sexism2022_english-3906,',0,5,0.0013540614
sexism2022_english-3906,win,0,5,0.0021658575
sexism2022_english-3906,/,0,5,0.0006385119
sexism2022_english-3906,win,0,5,0.0017956363
sexism2022_english-3906,/,0,5,0.0004266999
sexism2022_english-3906,win,0,5,0.0018654424
sexism2022_english-3906,[SEP],0,5,4.080225e-05
sexism2022_english-3906,[CLS],0,6,0.0029080457
sexism2022_english-3906,a,0,6,0.0007077617
sexism2022_english-3906,flesh,0,6,0.0034854629
sexism2022_english-3906,##light,0,6,0.008526428
sexism2022_english-3906,costs,0,6,0.0013006113
sexism2022_english-3906,$,0,6,0.00094851677
sexism2022_english-3906,80,0,6,0.006018364
sexism2022_english-3906,",",0,6,0.0015696196
sexism2022_english-3906,doesn,0,6,0.00019535255
sexism2022_english-3906,',0,6,0.00077826926
sexism2022_english-3906,t,0,6,0.0011364366
sexism2022_english-3906,demand,0,6,0.00035258406
sexism2022_english-3906,more,0,6,0.0017156152
sexism2022_english-3906,money,0,6,0.0047827424
sexism2022_english-3906,and,0,6,0.00322661
sexism2022_english-3906,will,0,6,0.0008885109
sexism2022_english-3906,never,0,6,0.004225115
sexism2022_english-3906,accuse,0,6,0.0063299276
sexism2022_english-3906,you,0,6,0.0012396155
sexism2022_english-3906,of,0,6,0.0010810761
sexism2022_english-3906,',0,6,0.0045406856
sexism2022_english-3906,sexual,0,6,0.0013652742
sexism2022_english-3906,assault,0,6,0.003279292
sexism2022_english-3906,.,0,6,0.0011958274
sexism2022_english-3906,',0,6,0.0046099373
sexism2022_english-3906,win,0,6,0.0072930213
sexism2022_english-3906,/,0,6,0.0013719607
sexism2022_english-3906,win,0,6,0.012005326
sexism2022_english-3906,/,0,6,0.0031386763
sexism2022_english-3906,win,0,6,0.004072131
sexism2022_english-3906,[SEP],0,6,0.0013354075
sexism2022_english-3906,[CLS],0,7,0.0012612618
sexism2022_english-3906,a,0,7,0.0009555954
sexism2022_english-3906,flesh,0,7,0.004327308
sexism2022_english-3906,##light,0,7,0.00659571
sexism2022_english-3906,costs,0,7,0.0025290847
sexism2022_english-3906,$,0,7,0.0011733521
sexism2022_english-3906,80,0,7,0.0024715615
sexism2022_english-3906,",",0,7,0.009803487
sexism2022_english-3906,doesn,0,7,0.0008943635
sexism2022_english-3906,',0,7,0.00033822306
sexism2022_english-3906,t,0,7,0.0008001212
sexism2022_english-3906,demand,0,7,0.0034000403
sexism2022_english-3906,more,0,7,0.0007966788
sexism2022_english-3906,money,0,7,0.002935676
sexism2022_english-3906,and,0,7,0.00077452086
sexism2022_english-3906,will,0,7,0.00017737651
sexism2022_english-3906,never,0,7,0.0006787581
sexism2022_english-3906,accuse,0,7,0.0026713847
sexism2022_english-3906,you,0,7,0.0013173154
sexism2022_english-3906,of,0,7,0.0011012567
sexism2022_english-3906,',0,7,0.00069884065
sexism2022_english-3906,sexual,0,7,0.0004028813
sexism2022_english-3906,assault,0,7,0.0010208428
sexism2022_english-3906,.,0,7,0.008191877
sexism2022_english-3906,',0,7,0.0011515395
sexism2022_english-3906,win,0,7,0.0024164096
sexism2022_english-3906,/,0,7,0.0025888742
sexism2022_english-3906,win,0,7,0.0009405069
sexism2022_english-3906,/,0,7,0.0016779638
sexism2022_english-3906,win,0,7,0.001962697
sexism2022_english-3906,[SEP],0,7,0.002180954
sexism2022_english-3906,[CLS],0,8,0.0004013678
sexism2022_english-3906,a,0,8,0.0010780029
sexism2022_english-3906,flesh,0,8,0.0009276716
sexism2022_english-3906,##light,0,8,0.003740423
sexism2022_english-3906,costs,0,8,0.0004958033
sexism2022_english-3906,$,0,8,0.00028745717
sexism2022_english-3906,80,0,8,0.00060988107
sexism2022_english-3906,",",0,8,0.0012938476
sexism2022_english-3906,doesn,0,8,0.00010037528
sexism2022_english-3906,',0,8,0.00022086431
sexism2022_english-3906,t,0,8,0.00058712286
sexism2022_english-3906,demand,0,8,0.0005091327
sexism2022_english-3906,more,0,8,0.00046607156
sexism2022_english-3906,money,0,8,0.00093428895
sexism2022_english-3906,and,0,8,0.0010019903
sexism2022_english-3906,will,0,8,0.00047307237
sexism2022_english-3906,never,0,8,0.0008205293
sexism2022_english-3906,accuse,0,8,0.0005288513
sexism2022_english-3906,you,0,8,0.00042044587
sexism2022_english-3906,of,0,8,0.00021364482
sexism2022_english-3906,',0,8,0.00016949746
sexism2022_english-3906,sexual,0,8,0.0007971951
sexism2022_english-3906,assault,0,8,0.0016723637
sexism2022_english-3906,.,0,8,0.0011876511
sexism2022_english-3906,',0,8,0.00057784724
sexism2022_english-3906,win,0,8,0.0010051003
sexism2022_english-3906,/,0,8,7.9251775e-05
sexism2022_english-3906,win,0,8,0.0002779188
sexism2022_english-3906,/,0,8,0.0006582995
sexism2022_english-3906,win,0,8,0.0008407094
sexism2022_english-3906,[SEP],0,8,0.000495594
sexism2022_english-3906,[CLS],0,9,0.0010466507
sexism2022_english-3906,a,0,9,0.0005387307
sexism2022_english-3906,flesh,0,9,0.0011101743
sexism2022_english-3906,##light,0,9,0.001582242
sexism2022_english-3906,costs,0,9,0.0019072494
sexism2022_english-3906,$,0,9,0.0010230562
sexism2022_english-3906,80,0,9,0.0009804647
sexism2022_english-3906,",",0,9,0.00027890367
sexism2022_english-3906,doesn,0,9,0.00019414404
sexism2022_english-3906,',0,9,8.303755e-05
sexism2022_english-3906,t,0,9,0.0003953687
sexism2022_english-3906,demand,0,9,0.003316976
sexism2022_english-3906,more,0,9,0.0003989979
sexism2022_english-3906,money,0,9,0.0014753877
sexism2022_english-3906,and,0,9,0.0006385678
sexism2022_english-3906,will,0,9,0.00022127805
sexism2022_english-3906,never,0,9,0.0005802041
sexism2022_english-3906,accuse,0,9,0.003745176
sexism2022_english-3906,you,0,9,0.006157741
sexism2022_english-3906,of,0,9,0.00029096418
sexism2022_english-3906,',0,9,0.0002901573
sexism2022_english-3906,sexual,0,9,0.0036597382
sexism2022_english-3906,assault,0,9,0.0010068951
sexism2022_english-3906,.,0,9,0.0005155755
sexism2022_english-3906,',0,9,0.0003378917
sexism2022_english-3906,win,0,9,0.005269689
sexism2022_english-3906,/,0,9,0.0036192741
sexism2022_english-3906,win,0,9,0.0024439876
sexism2022_english-3906,/,0,9,0.0005611989
sexism2022_english-3906,win,0,9,0.00094854605
sexism2022_english-3906,[SEP],0,9,0.00038437694
sexism2022_english-3906,[CLS],0,10,0.00053510925
sexism2022_english-3906,a,0,10,0.00017345524
sexism2022_english-3906,flesh,0,10,0.00013008398
sexism2022_english-3906,##light,0,10,0.00035026573
sexism2022_english-3906,costs,0,10,0.00013934058
sexism2022_english-3906,$,0,10,0.0002452846
sexism2022_english-3906,80,0,10,0.0003693343
sexism2022_english-3906,",",0,10,0.0004694304
sexism2022_english-3906,doesn,0,10,0.0015186664
sexism2022_english-3906,',0,10,0.00019269445
sexism2022_english-3906,t,0,10,0.0009473979
sexism2022_english-3906,demand,0,10,0.00012475543
sexism2022_english-3906,more,0,10,0.00012326914
sexism2022_english-3906,money,0,10,0.00016087238
sexism2022_english-3906,and,0,10,0.00022632569
sexism2022_english-3906,will,0,10,7.562923e-05
sexism2022_english-3906,never,0,10,0.00038559528
sexism2022_english-3906,accuse,0,10,0.002064877
sexism2022_english-3906,you,0,10,6.709213e-05
sexism2022_english-3906,of,0,10,9.251108e-05
sexism2022_english-3906,',0,10,0.00016171683
sexism2022_english-3906,sexual,0,10,0.002597168
sexism2022_english-3906,assault,0,10,0.00020643398
sexism2022_english-3906,.,0,10,0.00010681604
sexism2022_english-3906,',0,10,0.00018073188
sexism2022_english-3906,win,0,10,0.00026330745
sexism2022_english-3906,/,0,10,0.00030821838
sexism2022_english-3906,win,0,10,0.00017348568
sexism2022_english-3906,/,0,10,0.00044365387
sexism2022_english-3906,win,0,10,6.875325e-05
sexism2022_english-3906,[SEP],0,10,9.145534e-06
sexism2022_english-3906,[CLS],0,11,0.0002671774
sexism2022_english-3906,a,0,11,0.00031025356
sexism2022_english-3906,flesh,0,11,0.0034278517
sexism2022_english-3906,##light,0,11,0.0014451152
sexism2022_english-3906,costs,0,11,0.00056263077
sexism2022_english-3906,$,0,11,0.001250339
sexism2022_english-3906,80,0,11,0.0003965228
sexism2022_english-3906,",",0,11,9.257495e-05
sexism2022_english-3906,doesn,0,11,0.00047838516
sexism2022_english-3906,',0,11,9.5578085e-05
sexism2022_english-3906,t,0,11,0.00033659098
sexism2022_english-3906,demand,0,11,0.0017355114
sexism2022_english-3906,more,0,11,0.0021167914
sexism2022_english-3906,money,0,11,0.006132842
sexism2022_english-3906,and,0,11,0.0003327813
sexism2022_english-3906,will,0,11,0.00031399366
sexism2022_english-3906,never,0,11,0.002041429
sexism2022_english-3906,accuse,0,11,0.0010901215
sexism2022_english-3906,you,0,11,0.00035332746
sexism2022_english-3906,of,0,11,0.0001851573
sexism2022_english-3906,',0,11,0.001139706
sexism2022_english-3906,sexual,0,11,0.0019426472
sexism2022_english-3906,assault,0,11,0.006080782
sexism2022_english-3906,.,0,11,0.00023953544
sexism2022_english-3906,',0,11,0.0005606108
sexism2022_english-3906,win,0,11,0.015293447
sexism2022_english-3906,/,0,11,0.00079091254
sexism2022_english-3906,win,0,11,0.0016912698
sexism2022_english-3906,/,0,11,0.00017978843
sexism2022_english-3906,win,0,11,0.0022907075
sexism2022_english-3906,[SEP],0,11,0.00029383518
sexism2022_english-3906,[CLS],1,0,0.0004296599
sexism2022_english-3906,a,1,0,0.0006606774
sexism2022_english-3906,flesh,1,0,0.00037150487
sexism2022_english-3906,##light,1,0,0.0008140865
sexism2022_english-3906,costs,1,0,0.0002992912
sexism2022_english-3906,$,1,0,0.00030603385
sexism2022_english-3906,80,1,0,0.00048436117
sexism2022_english-3906,",",1,0,0.0005867499
sexism2022_english-3906,doesn,1,0,0.0006759285
sexism2022_english-3906,',1,0,5.857879e-05
sexism2022_english-3906,t,1,0,0.00010874273
sexism2022_english-3906,demand,1,0,0.00014426938
sexism2022_english-3906,more,1,0,0.0003002688
sexism2022_english-3906,money,1,0,0.00028216417
sexism2022_english-3906,and,1,0,0.00010757205
sexism2022_english-3906,will,1,0,0.00079348363
sexism2022_english-3906,never,1,0,0.00044394424
sexism2022_english-3906,accuse,1,0,0.0005334069
sexism2022_english-3906,you,1,0,0.00020326121
sexism2022_english-3906,of,1,0,8.2762424e-05
sexism2022_english-3906,',1,0,0.00036752608
sexism2022_english-3906,sexual,1,0,0.00043534752
sexism2022_english-3906,assault,1,0,0.00090676214
sexism2022_english-3906,.,1,0,8.762104e-05
sexism2022_english-3906,',1,0,0.00028541742
sexism2022_english-3906,win,1,0,0.00030228368
sexism2022_english-3906,/,1,0,0.00018645065
sexism2022_english-3906,win,1,0,0.0005623213
sexism2022_english-3906,/,1,0,0.0001803284
sexism2022_english-3906,win,1,0,0.00047076534
sexism2022_english-3906,[SEP],1,0,0.00018513223
sexism2022_english-3906,[CLS],1,1,0.00043839033
sexism2022_english-3906,a,1,1,0.0024911698
sexism2022_english-3906,flesh,1,1,0.0037661497
sexism2022_english-3906,##light,1,1,0.0014421429
sexism2022_english-3906,costs,1,1,0.00056455046
sexism2022_english-3906,$,1,1,0.00075146765
sexism2022_english-3906,80,1,1,0.0008391712
sexism2022_english-3906,",",1,1,0.0003122638
sexism2022_english-3906,doesn,1,1,0.0003117571
sexism2022_english-3906,',1,1,0.000603832
sexism2022_english-3906,t,1,1,0.0004158024
sexism2022_english-3906,demand,1,1,0.00032875192
sexism2022_english-3906,more,1,1,0.00078940624
sexism2022_english-3906,money,1,1,0.0004147679
sexism2022_english-3906,and,1,1,0.0003528548
sexism2022_english-3906,will,1,1,0.0012157242
sexism2022_english-3906,never,1,1,0.00072779437
sexism2022_english-3906,accuse,1,1,0.0009005673
sexism2022_english-3906,you,1,1,0.00094427064
sexism2022_english-3906,of,1,1,0.0008205607
sexism2022_english-3906,',1,1,0.0009027947
sexism2022_english-3906,sexual,1,1,0.0024371096
sexism2022_english-3906,assault,1,1,0.00033715952
sexism2022_english-3906,.,1,1,0.0010697233
sexism2022_english-3906,',1,1,0.00066742563
sexism2022_english-3906,win,1,1,0.00084394525
sexism2022_english-3906,/,1,1,0.0011464563
sexism2022_english-3906,win,1,1,0.0006345781
sexism2022_english-3906,/,1,1,0.00030181516
sexism2022_english-3906,win,1,1,0.00040173111
sexism2022_english-3906,[SEP],1,1,7.173502e-05
sexism2022_english-3906,[CLS],1,2,0.00026065783
sexism2022_english-3906,a,1,2,0.00021760463
sexism2022_english-3906,flesh,1,2,0.00087830256
sexism2022_english-3906,##light,1,2,0.00035591715
sexism2022_english-3906,costs,1,2,0.000139877
sexism2022_english-3906,$,1,2,0.00015988339
sexism2022_english-3906,80,1,2,0.0002972919
sexism2022_english-3906,",",1,2,8.220056e-05
sexism2022_english-3906,doesn,1,2,0.00022608347
sexism2022_english-3906,',1,2,2.5370322e-05
sexism2022_english-3906,t,1,2,0.00017561685
sexism2022_english-3906,demand,1,2,0.00027962995
sexism2022_english-3906,more,1,2,9.429395e-05
sexism2022_english-3906,money,1,2,0.00018205719
sexism2022_english-3906,and,1,2,5.2887215e-05
sexism2022_english-3906,will,1,2,0.000111119785
sexism2022_english-3906,never,1,2,8.347422e-05
sexism2022_english-3906,accuse,1,2,0.00035209057
sexism2022_english-3906,you,1,2,6.527639e-05
sexism2022_english-3906,of,1,2,5.907154e-05
sexism2022_english-3906,',1,2,0.00010344147
sexism2022_english-3906,sexual,1,2,0.0001937897
sexism2022_english-3906,assault,1,2,0.00023794525
sexism2022_english-3906,.,1,2,0.00013438676
sexism2022_english-3906,',1,2,0.00021787014
sexism2022_english-3906,win,1,2,0.00027302493
sexism2022_english-3906,/,1,2,0.00017179233
sexism2022_english-3906,win,1,2,0.00024520713
sexism2022_english-3906,/,1,2,0.00010795013
sexism2022_english-3906,win,1,2,0.00020866115
sexism2022_english-3906,[SEP],1,2,7.054879e-05
sexism2022_english-3906,[CLS],1,3,0.0006929446
sexism2022_english-3906,a,1,3,0.00025895835
sexism2022_english-3906,flesh,1,3,0.0006025687
sexism2022_english-3906,##light,1,3,0.00039539454
sexism2022_english-3906,costs,1,3,0.00023419943
sexism2022_english-3906,$,1,3,0.00030274343
sexism2022_english-3906,80,1,3,0.00017970908
sexism2022_english-3906,",",1,3,8.395272e-05
sexism2022_english-3906,doesn,1,3,0.00018812375
sexism2022_english-3906,',1,3,3.557275e-05
sexism2022_english-3906,t,1,3,5.1306255e-05
sexism2022_english-3906,demand,1,3,0.000224943
sexism2022_english-3906,more,1,3,8.463371e-05
sexism2022_english-3906,money,1,3,0.0005298364
sexism2022_english-3906,and,1,3,4.8115355e-05
sexism2022_english-3906,will,1,3,0.00059629744
sexism2022_english-3906,never,1,3,0.00014416013
sexism2022_english-3906,accuse,1,3,0.00014812149
sexism2022_english-3906,you,1,3,0.00016531728
sexism2022_english-3906,of,1,3,6.8697154e-05
sexism2022_english-3906,',1,3,0.00022614181
sexism2022_english-3906,sexual,1,3,0.00035314471
sexism2022_english-3906,assault,1,3,0.000288818
sexism2022_english-3906,.,1,3,5.780371e-05
sexism2022_english-3906,',1,3,0.0003391585
sexism2022_english-3906,win,1,3,0.00045813993
sexism2022_english-3906,/,1,3,0.00018690337
sexism2022_english-3906,win,1,3,0.0002553931
sexism2022_english-3906,/,1,3,0.000116746036
sexism2022_english-3906,win,1,3,0.00015573855
sexism2022_english-3906,[SEP],1,3,0.00021986595
sexism2022_english-3906,[CLS],1,4,0.0005248133
sexism2022_english-3906,a,1,4,0.002666564
sexism2022_english-3906,flesh,1,4,0.0019639207
sexism2022_english-3906,##light,1,4,0.0013693821
sexism2022_english-3906,costs,1,4,0.0008452284
sexism2022_english-3906,$,1,4,0.0006399124
sexism2022_english-3906,80,1,4,0.0013409908
sexism2022_english-3906,",",1,4,0.0012896656
sexism2022_english-3906,doesn,1,4,0.0003885074
sexism2022_english-3906,',1,4,0.00032021792
sexism2022_english-3906,t,1,4,0.0007858637
sexism2022_english-3906,demand,1,4,0.0016281556
sexism2022_english-3906,more,1,4,0.00020714398
sexism2022_english-3906,money,1,4,0.0006726159
sexism2022_english-3906,and,1,4,0.00072181947
sexism2022_english-3906,will,1,4,0.00045646564
sexism2022_english-3906,never,1,4,0.00062026177
sexism2022_english-3906,accuse,1,4,0.0021425993
sexism2022_english-3906,you,1,4,0.0010876803
sexism2022_english-3906,of,1,4,0.0017637926
sexism2022_english-3906,',1,4,0.0005563357
sexism2022_english-3906,sexual,1,4,0.0012620311
sexism2022_english-3906,assault,1,4,0.0004012585
sexism2022_english-3906,.,1,4,0.00114399
sexism2022_english-3906,',1,4,0.00063278445
sexism2022_english-3906,win,1,4,0.0009075918
sexism2022_english-3906,/,1,4,0.0009300584
sexism2022_english-3906,win,1,4,0.0001970039
sexism2022_english-3906,/,1,4,0.0013192206
sexism2022_english-3906,win,1,4,0.00020818165
sexism2022_english-3906,[SEP],1,4,0.00012212753
sexism2022_english-3906,[CLS],1,5,0.00059943483
sexism2022_english-3906,a,1,5,0.00036018546
sexism2022_english-3906,flesh,1,5,0.0016591972
sexism2022_english-3906,##light,1,5,0.00050227693
sexism2022_english-3906,costs,1,5,0.00018728424
sexism2022_english-3906,$,1,5,0.00019729762
sexism2022_english-3906,80,1,5,0.00026248727
sexism2022_english-3906,",",1,5,0.00033701977
sexism2022_english-3906,doesn,1,5,0.00032237708
sexism2022_english-3906,',1,5,0.00014100467
sexism2022_english-3906,t,1,5,0.0001493724
sexism2022_english-3906,demand,1,5,0.0002932273
sexism2022_english-3906,more,1,5,6.904447e-05
sexism2022_english-3906,money,1,5,0.00036582918
sexism2022_english-3906,and,1,5,0.000265408
sexism2022_english-3906,will,1,5,0.000139976
sexism2022_english-3906,never,1,5,0.0003558166
sexism2022_english-3906,accuse,1,5,0.0008842723
sexism2022_english-3906,you,1,5,0.00041337116
sexism2022_english-3906,of,1,5,0.00023208196
sexism2022_english-3906,',1,5,0.0013803452
sexism2022_english-3906,sexual,1,5,0.00024740855
sexism2022_english-3906,assault,1,5,0.0005684793
sexism2022_english-3906,.,1,5,0.0005190104
sexism2022_english-3906,',1,5,0.0012662574
sexism2022_english-3906,win,1,5,0.0011380279
sexism2022_english-3906,/,1,5,0.0003385495
sexism2022_english-3906,win,1,5,0.00036525782
sexism2022_english-3906,/,1,5,0.00041601676
sexism2022_english-3906,win,1,5,0.00026972272
sexism2022_english-3906,[SEP],1,5,0.00014667775
sexism2022_english-3906,[CLS],1,6,0.00038612462
sexism2022_english-3906,a,1,6,0.0013255876
sexism2022_english-3906,flesh,1,6,0.0004799274
sexism2022_english-3906,##light,1,6,0.0018439242
sexism2022_english-3906,costs,1,6,0.0009133292
sexism2022_english-3906,$,1,6,0.00084617885
sexism2022_english-3906,80,1,6,0.00059868075
sexism2022_english-3906,",",1,6,0.0008037216
sexism2022_english-3906,doesn,1,6,0.00023663578
sexism2022_english-3906,',1,6,0.00013234666
sexism2022_english-3906,t,1,6,0.00019800846
sexism2022_english-3906,demand,1,6,0.00055099616
